id|directory_name|parent|tie_line|address|mail_code|phone_type|phone_number
274791|COLUMBIA UNIVERSITY ARCHIVES|600|MS* 4-3786|210 Low|4316|OFFICE|212-854-3786
274793|COLUMBIA UNIVERSITY DIRECTORY|600|||||
274795|COLUMBIA UNIVERSITY EMERGENCY MEDICAL SERVICE (CAVA)|600|||||
274797|COLUMBIA UNIVERSITY HEALTH SERVICES|600|||||
274800|COLUMBIA UNIVERSITY BULK MAILING CENTER  (MAIL SERVICES)|600||106 JRNL|3841|OFFICE|212-854-6594
274802|COLUMBIA UNIVERSITY MORNINGSIDE DENTAL ASSOCIATES|600||1244  AMSTAV (AT W121ST)||OFFICE|212-865-8467
274803|COLUMBIA UNIVERSITY OFFICE OF INSTITUTIONAL REAL ESTATE|600||400 W119St|8801||
274807|COLUMBIA UNIVERSITY OFFICE OF INVESTMENTS|600|MS* 1-2030|405 LEXINGTON AVE., 63FL (10174)|7715|OFFICE|212-851-2030
274809|COLUMBIA UNIVERSITY OFFICE OF UNIVERSITY APARTMENT HOUSING|600||400 W119St|8801||
274811|COLUMBIA UNIVERSITY PRESS|600||61 W62St (10023)||OFFICE|212-459-0600
274814|COLUMBIA UNIVERSITY RECORD|600|MS* 4-3283|402 LOW|4321|OFFICE|212-854-3283
274817|COLUMBIA UNIVERSITY SEMINARS ON MEDIA AND SOCIETY|600||||OFFICE|212-854-8995
274819|COLUMBIA UNIVERSITY STUDENT DENTAL PLAN|600||1242-44 AmstAv (at W121St)||OFFICE|212-865-8467
274820|COLUMBIA-VLA JOURNAL OF LAW AND THE ARTS|600|MS* 4-1607|424 W116St, Rm 207|4906|OFFICE|212-854-1607
274822|COLUMBIA WORKERS RIGHTS COALITION (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
274824|COLUMBIAD  (UNIVERSITY ADVERTISING AGENCY)|600|MS* 4-9511|2929 Bway, 3fl|6601|OFFICE|212-854-9511
274826|COLUMBIAN, THE|600|MS* 4-3611|505 LERNER|2602|OFFICE|212-854-3611
274830|COLUMBIANA|600|MS* 4-3786|210 Low|4316|OFFICE|212-854-3786
274831|COLUMBIANET/COLUMBIAWEB ASSISTANCE|600|||||
274834|COMMENCEMENT INFORMATION|600|MS* 4-1753|EARL HALL|7720|OFFICE|212-854-1753
274835|COMMITTEE ON ART PROPERTIES|600|MS* 4-2877|West Gallery, Low|4331|OFFICE|212-854-2877
274836|COMMUNICATIONS SERVICES (CUIT)|600|MS* 4-6251|115 CmptrCtr|1685|OFFICE|212-854-6251
274846|COMMUNITY AFFAIRS, OFFICE OF|600|MS* 4-4469|302 LOW|4319|OFFICE|212-854-4469
274847|COMMUNITY DEVELOPMENT CLINIC|600|MS* 4-4291|8E14 Greene, Box C-16|4061|OFFICE|212-854-4291
274848|COMMUNITY IMPACT|600|MS* 4-1492|105 Earl|2010|OFFICE|212-854-1492
274883|COMMUNITY LAWYERING PROJECT|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
274885|COMPARATIVE LITERATURE AND SOCIETY,  INSTITUTE FOR|600|MS* 4-4541|Heyman Ctr|5700|OFFICE|212-854-4541
274888|COMPARATIVE MEDICINE, INSTITUTE OF|600|MC* 5-3837|650 W168St (BB 1810)||OFFICE|212-305-3837
274890|COMPLEMENTARY/ALTERNATIVE MEDICINE, ROSENTHAL CENTER FOR|600||630 W168ST, P&S BOX 75 (MAIL)||OFFICE|342-0101
274892|COMPUTATIONAL OPTIMIZATION RESEARCH CENTER  (CORC)|600|MS* 4-2385|821 SchapCtrEng|4704|OFFICE|212-854-2385
274894|COMPUTER MUSIC CENTER  (MUSIC DEPARTMENT )|600|MS* 4-9266|318 Prntis|5002|OFFICE|212-854-9266
274895|COMPUTER SALES: J&R @ COLUMBIA|600|MS* 4-8108|101 PHILOS|4926|OFFICE|212-854-8108
274898|COMPUTER SCIENCE DEPARTMENT|600||450 CmptrSci|0401|OFFICE|212-939-7000
274907|COMPUTING ACTIVITIES, CENTER FOR|600||||OFFICE|212-854-1919
274909|COMPUTING HELP DESK|600|||||
274912|COMPUTING SEMINARS|600|||||
274914|CONFERENCE CENTER, KELLOGG|600||15fl IntAff|3328||
274917|CONFERENCE HOUSING  (STUDENT SERVICES: HOUSING AND DINING SERVICES)|600|MS* 4-2775|118 HRTLY|3003|OFFICE|212-854-2775
274918|CONFLICT RESOLUTION EXPLORATION WINDOW (CREW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
274920|CONFERENCE SERVICES (LERNER HALL)|600|MS* 4-9068|7fl Lerner|2603|OFFICE|212-854-9068
274922|CONFLICT RESOLUTION EXPLORATION WINDOW (CREW) (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
274924|CONSERVATION OF HUMAN RESOURCES, EISENHOWER CENTER FOR THE|600|||||
274927|CONSTRUCTION, DESIGN AND , DEPARTMENT OF|600|MS* 4-3214|B230 ECampus|3407|OFFICE|212-854-3214
274928|CONSTRUCTION/FACILITIES SAFETY OFFICER|600|MS* 4-8048|350 ENGTER|2215|OFFICE|212-854-8048
274929|CONTEMPORARY CIVILIZATION OFFICE  (CC)|600|MS* 4-2453|202 HMLTN|2811|OFFICE|212-854-2453
274931|CONTINUING EDUCATION, SCHOOL OF|600|||||
274962|CONTINUING EDUCATION IN THE HEALTH SCIENCES,  CENTER FOR|600|HS*5-3334|630 W168St, unit 39  (P&S Box 39)||OFFICE|212-305-3334
274964|CONTRACT ACCOUNTING|600|MS* 4-1037|1700 BWAY 10TH FL|7409|OFFICE|212/854-1037
274966|CONTROLLER|600|MS* 2810|1700 BWAY 10FL|3206|OFFICE|212-854-2810
274974|COUNCIL FOR EUROPEAN STUDIES|600|MS* 4-4172|420 WEST 118 ST|3310|OFFICE|212-854-4172
274982|CREDIT CALLING CARD (AT&T)|600|||||
274987|CROSS-NATIONAL STUDIES RESEARCH PROGRAM (SSW)|600|MS* 1-2269|1255 AMST AV|4600|OFFICE|212-851-2269
274988|CTV (TELEVISION STATION)|600|MS* 4-8900|510 LERNER|2602|OFFICE|212-854-8900
274994|CULTURAL, SCIENTIFIC, AND MEDIA RESOURCES GROUP|600|||||
274996|CURRENT MUSICOLOGY|600|MS* 4-1632|614 Dodge|1812|OFFICE|212-854-1632
274997|CURRIER FUND, STERLING|600|MS* 4-3813|408 Low|4336|OFFICE|212-854-3813
274998|CUSTODIAL SERVICES|600||||OFFICE|212-854-8256
275000|CZECH (SLAVIC LANGUAGES)|600|MS* 4-3941|708 Hmltn|2839|OFFICE|212-854-3941
275002|DAG HAMMARSKJOLD LOUNGE|600||1501 INTAFF|||
275005|DE VINIMUS  (WINE-TASTING SOCIETY)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275009|DEAN'S CUP (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275011|DENTAL AND ORAL SURGERY, SCHOOL OF|600||630 W168St|||
275021|DENTAL PLAN, STUDENT|600||||OFFICE|212-865-8467
275023|DERMATOLOGY DEPARTMENT|600|||||
275041|DESIGN AND CONSTRUCTION , DEPARTMENT OF|600|MS* 4-3214|B-230 ECampus|3407|OFFICE|212-854-3214
275042|DEUTSCHES HAUS|600|MS* 4-1858|420 W116St|2812|OFFICE|212-854-1858
275044|DEVELOPMENT, HEALTH SCIENCES DIVISION|600|MC* *8-7200|100 Haven, 29D||OFFICE|212-304-7200
275046|DEVELOPMENT AND ALUMNI RELATIONS, UNIVERSITY|600|MS* 1-7800|622 W 113 ST NY, NY 10025||OFFICE|212-851-7800
275048|DEVELOPMENT PROGRAMS|600|||||
275068|DIGITAL COPYING|600||||OFFICE|212-854-3233
275070|DIGITAL KNOWLEDGE VENTURES, COLUMBIA|600||330 5thAv, 12fl (10001)|4322|OFFICE|212-851-2800
275075|DINING SERVICES|600||||OFFICE|212-854-2782
275077|DIRECTORY, COLUMBIA UNIVERSITY|600|MS* 4-0000|115 COMPUTER CENTER||OFFICE|212-854-0000
275082|DISABILITY SERVICES, OFFICE OF|600|MS* 4-2388|802 Lerner|2605|OFFICE|212-854-2388
275085|DISSERTATION DEFENSE AND DEPOSIT|600|MS* 4-2866|107 Low|4304|OFFICE|212-854-2866
275088|DOMESTIC VIOLENCE PROJECT|600|MS* 4-7224|202B ECampus|4906|OFFICE|212-854-7224
275090|DONALD KEENE CENTER OF JAPANESE CULTURE|600|MS* 4-5036|507 Kent|3920|OFFICE|212-854-5036
275092|DORMITORIES|600||||OFFICE|212-854-2775
275094|DOUBLE DISCOVERY CENTER (CC)|600|MS* 4-3897|306 Lerner|2604|OFFICE|212-854-3897
275098|DRUG AND ALCOHOL PROBLEM|600|||||
275100|DUAL DEGREE COMMITTEE: JD/MBA (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275103|DUTCH STUDIES|600||||OFFICE|212-854-1856
275105|EARL HALL CENTER  (EARL HALL AND ST. PAUL S CHAPEL)|600|MS* 4-6242|203 Earl|2008|OFFICE|212-854-6242
275129|EARTH AND ENVIRONMENTAL SCIENCES DEPARTMENT|600|||||
275138|EARTH ENGINEERING CENTER|600|MS* 4-2905|1047 SWMd|4711|OFFICE|212-854-2905
275143|EARTH INSTITUTE AT COLUMBIA UNIVERSITY, THE|600|MS* 4-1984|405 Low|4335|OFFICE|212-854-1984
275145|EARTH RESOURCES ENGINEERING|600||||OFFICE|212-854-2905
275149|WEATHERHEAD EAST ASIAN INSTITUTE|600|MS* 4-2592|914 IntAff|3333|OFFICE|212-854-2592
275150|EAST ASIAN LANGUAGES AND CULTURES DEPARTMENT|600||||FAX|212-678-8629
275169|EAST CENTRAL EUROPE, CENTER ON|600|MS* 4-4627|1227 IntAff|3336|OFFICE|212-854-4627
275172|ECOLOGY, EVOLUTION AND ENVIRONMENTAL BIOLOGY, DEPARTMENT OF|600|MS* 4-9987|SCHRMEXT 10FL|5557|OFFICE|212-854-9987
275174|ECONOMIC POLICY MANAGEMENT, PROGRAM IN|600|MS* 4-6982|1303 INTAFF|3332|OFFICE|212-854-6982
275175|ECONOMICS DEPARTMENT|600|MS* 4-3680|1022 IntAff|3308|OFFICE|212-854-3680
275191|ELECTRICAL ENGINEERING DEPARTMENT|600|||||
275233|ELECTRONIC DATA SERVICE (EDS)|600|MS* 4-6012|201 IntAff|3301|OFFICE|212-854-6012
275234|ELECTRONIC MAIL|600|||||
275238|ELECTRONIC PUBLISHING INITIATIVE AT COLUMBIA (EPIC)|600|MS* 4-0164|507 BTLR|1103|OFFICE|212-854-0164
275239|ELECTRONIC TEXT SERVICE (ETS)|600|MS* 4-7547|305 Butler|1126|OFFICE|212-854-7547
275240|EMERGENCIES/AMBULANCE|600|||||
275243|EMPLOYER RELATIONS|600||ECampus|5727||
275246|EMPLOYMENT|600|||||
275260|ENERGY, MARINE TRANSPORTATION, AND PUBLIC POLICY, CENTER FOR|600|MS* 4-0602|1114 IntAff|3366|OFFICE|212-854-0602
275261|ENGINEERING AND APPLIED SCIENCE, THE FU FOUNDATION SCHOOL OF|600|MS* 4-2993|510 SWMd|4714|OFFICE|212-854-2993
275335|ENGINEERING COMMUTER ORGANIZATION|600|MS* 4-3611|530 SWMd|4708|OFFICE|212-854-3611
275336|ENGINEERING NEWS, COLUMBIA|600|MS* 4-7622|510 SWMd|4718|OFFICE|212-854-7622
275337|ENGLISH AND COMPARATIVE LITERATURE, DEPARTMENT  OF|600|MS* 4-3215|602 Philos|4927|OFFICE|212-854-3215
275340|ENGLISH FOR FOREIGN STUDENTS  (AMERICAN LANGUAGE PROGRAM)|600|MS* 4-3584|504 Lwsn|4113|OFFICE|212-854-3584
275341|ENTERPRISE MANAGEMENT, CENTER FOR|600|MS* 4-3470|311 Uris||OFFICE|212-854-3470
275343|ENTERTAINMENT, ARTS, AND SPORTS LAW SOCIETY  (EASLS)|600|MS* 4-2395|W&JWarren;  Mailing: 435 W116St|4906|OFFICE|212-854-2395
275345|ENVIRONMENTAL ENGINEERING|600||||OFFICE|212-854-2905
275347|ENVIRONMENTAL HEALTH AND RADIATION SAFETY  (MORNINGSIDE)|600|MS* 4-8749|398 EngTer|2215|OFFICE|212-854-8749
275360|ENVIRONMENTAL HEALTH AND SAFETY OFFICE  (MEDICAL CENTER)|600|MC* 5-6780|630 W168St, Box 8||OFFICE|212-305-6780
275377|ENVIRONMENTAL HEALTH SCIENCES DEPARTMENT   (PUBLIC HEALTH)|600|MC* 5-3464|60 HavenAv, B1||OFFICE|212-305-3464
275378|ENVIRONMENTAL LAW, COLUMBIA JOURNAL OF|600|MS* 4-1606|424 W116St, Room 116 Mailing: 435 W116St;|4906|OFFICE|212-854-1606
275380|ENVIRONMENTAL LAW SOCIETY|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275384|ENVIRONMENTAL RESEARCH AND CONSERVATION, CENTER FOR   (CERC)|600|MS* 4-8186|1004 SchrmExt|5557|OFFICE|212-854-8186
275388|ENVIRONMENTAL SPECIALIST|600|HS* 5-6780|601 W168St, Ste 66||OFFICE|212-305-6780
275390|EPIDEMIOLOGY DEPARTMENT  (PUBLIC HEALTH)|600|MC*5-9412|722 W168ST||OFFICE|212-305-9412
275391|EQUAL OPPORTUNITY AND AFFIRMATIVE ACTION, OFFICE OF|600|MS* 4-5511|103 LOW|4333|OFFICE|212-854-5511
275393|ETHNOMUSICOLOGY, CENTER FOR|600|MS* 4-1247|701C Dodge|1815|OFFICE|212-854-1247
275394|ETS (ELECTRONIC TEXT SERVICE)|600|MS* 4-7547|305 Butler|1126|OFFICE|212-854-7547
275395|EUROPEAN LAW SOCIETY|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275397|EUROPEAN LEGAL STUDIES CENTER|600|MS* 4-0084|606 W&JWarren, Box E-17|4094|OFFICE|212-854-0084
275399|EUROPEAN STUDIES, COUNCIL FOR|600|MS* 4-4727|1203-1203A INTAFF|3310|OFFICE|212-854-4727
275404|EUROPEAN STUDIES NEWSLETTER|600|MS* 4-4727|1203-1203A IntAff|3310|OFFICE|212-854-4727
275407|EVERYBODY WINS, COLUMBIA POWER LUNCH|600|||||
275411|EXECUTIVE M.P.A. PROGRAM|600||||OFFICE|212-854-2710
275415|EXECUTIVE VICE PRESIDENT FOR FINANCE|600|MS* 4-2600|314 LOW|4328|OFFICE|212-854-2600
275417|EXPERIENTIAL EDUCATION|600|MS* 4-6231|ECampus|5727|OFFICE|212-854-6231
275421|FACETS|600|MS* 4-7042|208 Philosophy Hall|9201|OFFICE|212-854-7042
275422|FACILITIES, COLUMBIA UNIVERSITY|600|||||
275549|FACULTY CLUB|600|MC* 5-5652|630 W168St, 4fl||OFFICE|212-305-5652
275550|FACULTY HOUSE|600||400 W117St (ECampus)|2301||
275562|FACULTY ROOM, USE OF|600|IC* 2549|INTERCHURCH, STE 530|7720|OFFICE|212-870-2549
275565|FAIR HOUSING CLINIC|600|MS* 4-4291|831 Greene;  Box E-3|4088|OFFICE|212-854-4291
275568|FAX (FACSIMILE)|600|||||
275577|FEDERALIST SOCIETY|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275579|FELLOWS IN THE HUMANITIES, SOCIETY OF|600||HeymnCtr|5700|OFFICE|212-854-4632
275583|FELLOWSHIPS|600|||||212-854-4206
275585|FERRIS BOOTH COMMONS (STUDENT SERVICES)|600|MS* 4-4609|4fl Lerner||OFFICE|212-854-4609
275586|FILM DIVISION  (SCHOOL OF THE ARTS)|600|MS* 4-2815|513 Dodge|1805|OFFICE|212-854-2815
275587|FILM SOCIETY|600||||OFFICE|212-854-2395
275589|FINANCE, EXECUTIVE VICE PRESIDENT FOR|600|MS* 4-2600|314 LOW|4328|OFFICE|212-854-2600
275591|FINANCIAL AID|600|||||
275617|FINANCIAL ENGINEERING PROGRAM|600|MS* 4-2942|313 SWMD|4704|OFFICE|212-854-2942
275620|FINE ARTS LIBRARY|600||See Avery Architectural and Fine Arts Library||OFFICE|212-854-3501
275623|FIRE SAFETY OFFICER|600|||||
275627|FIRST AID AND OTHER EMERGENCIES|600|||||
275632|FLIGHT STRUCTURES, INSTITUTE OF  (CIVIL ENGINEERING)|600|MS* 4-2396|606 SWMd|4709|OFFICE|212-854-2396
275633|FOOD SERVICES|600||||OFFICE|212-854-2782
275637|FOREIGN STUDENT SERVICES|600||||OFFICE|212-854-3587
275639|FOUNDATION RELATIONS|600|IC* 2253|964 Interchurch|7720|OFFICE|212-870-2253
275641|FRATERNITIES AND SORORITIES|600|MS* 4-9134|515 LERNER|4205|OFFICE|212-854-9134
275670|FRED FRIENDLY SEMINARS, INC.|600|MS* 4-8995|101 Jrnl|3800|OFFICE|212-854-8995
275674|FRENCH AND ROMANCE PHILOLOGY DEPARTMENT|600|HS* 4-5863|||FAX|212-854-5863
275679|FRENCH HOUSE|600||||OFFICE|212-854-4482
275681|FRIENDS OF THE COLUMBIA LIBRARIES|600|MS* 4- 4746|506  BTLR|1103|OFFICE|212-854-4746
275682|FRITZ REINER CENTER FOR CONTEMPORARY MUSIC   (SCHOOL OF THE ARTS)|600|MS* 4-1295|602 Dodge|1824|OFFICE|212-854-1295
275683|FU FOUNDATION SCHOOL OF ENGINEERING AND APPLIED SCIENCE, THE|600|||||
275685|FULL-TIME POSITIONS|600|MS* 4-5494|ECampus|5727|OFFICE|212-854-5494
275688|GATEWAY LAB, BOTWINICK (SEAS)|600|MS* 4-4729|1220 SWMd||OFFICE|212-854-4729
275691|GAY, BISEXUAL, AND LESBIAN FACULTY, STAFF, AND SUPPORTERS AT COLUMBIA UNIVERSITY|600|MS* 4-7311||1121|OFFICE|212-854-7311
275693|GENERAL COUNSEL OF THE UNIVERSITY|600||412 Low|4308|OFFICE|212-854-4974
275697|GENERAL STUDIES, SCHOOL OF|600|||||
275726|GENETICS AND DEVELOPMENT DEPARTMENT|600|MC* 5-4011|701 W168St, Room 1602||OFFICE|212-305-4011
275728|GEOCHEMISTRY DIVISION|600||LMNT-DOH||OFFICE|845-365-8305
275731|GEOLOGICAL SCIENCES DEPARTMENT|600|||||
275735|GERIATRICS AND GERONTOLOGY, CENTER FOR|600||100 HavenAv, Tower 3-30F||OFFICE|212-781-0630
275736|GERMAN AMERICAN LAW SOCIETY|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275738|GERMANIC LANGUAGES DEPARTMENT|600|MS* 4-3202|319 Hmltn|2812|OFFICE|212-854-3202
275752|GIFT PLANNING|600||964 Interchurch|7720|OFFICE|212-870-2357
275754|GIFT SYSTEMS|600||964 Interchurch|7724|OFFICE|212-870-2596
275756|GIFTS|600||See Art Properties; Libraries, University: Develop|||
275761|GODDARD INSTITUTE FOR SPACE STUDIE S (GISS)|600||2880 BWAY|0201||
275769|GOVERNMENT RELATIONS, OFFICE OF|600|MS* 4-3394|302 LOW|4319|OFFICE|212-854-3394
275770|GOVERNMENT SERVICE ORGANIZATION (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275772|GRADUATE SCHOOL, OF ARTS AND SCIENCES|600|MS* 4-2863|||FAX|212-854-2863
275790|GRADUATE STUDENT SERVICES/CREDENTIALS|600|MS* 4-3561|ECampus|5727|OFFICE|212-854-3561
275792|GRANTS, GOVERNMENT CONTRACTS AND|600||||OFFICE|212-854-1072
275794|GRANTS, OFFICE OF PROJECTS AND|600|MS* 4-6851|254 EngTer|2205|OFFICE|212-854-6851
275796|GREEK AND LATIN  (CLASSICS DEPARTMENT)|600|MS* 4-3902|617 Hmltn|2861|OFFICE|212-854-3902
275800|GREEK, MODERN|600|MS* 4-2189|515 Hmltn|2861|OFFICE|212-854-2189
275802|GREENHOUSE NURSERY SCHOOL, COLUMBIA|600||404 W116St|8850|OFFICE|212-666-4796
275806|GUIDE TO NEW YORK, COLUMBIA|600|MS* 4-2804|ECampus|5727|OFFICE|212-854-2804
275809|GYMNASIUM|600|||||
275815|HAMMARSKJOLD LOUNGE|600||6fl IntAff|||
275818|HAMMERSTEIN CENTER FOR THEATRE STUDIES   (SCHOOL OF THE ARTS)|600|MS* 4-3408|601 Dodge|1807|OFFICE|212-854-3408
275819|HANDICAPPED STUDENT SERVICES|600|MS* 4-2388|802 LERNER|2605|OFFICE|212-854-2388
275821|HARLEM HEALTH PROMOTION AND PREVENTION CENTER  (PUBLIC HEALTH)|600||513 W116St, 3fl||OFFICE|212-342-2301
275823|HARLEM HOSPITAL CENTER|600||506 LenoxAv (10037)||OFFICE|212-939-1000
275853|HARLEM TUTORIAL|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
275860|HARRIMAN INSTITUTE|600|MS* 4-4623|1212 IntAff|3345|OFFICE|212-854-4623
275861|HAZARDOUS MATERIALS OFFICER|600|MS* 4-4658|350 SWMD|2215|OFFICE|212-854-4658
275862|HEALTH AND BIOMEDICAL SCIENCES, EXECUTIVE VICE PRESIDENT FOR, AND DEAN OF THE FA|600|MC* 5-3592|630 W168St (P&S 2-401)||OFFICE|212-305-3592
275864|HEALTH INSURANCE (HR: BENEFITS AND COMPENSATION)|600|IC* 3074|1901 INTERCHURCH|7705|OFFICE|212-870-3074
275866|HEALTH INSURANCE, STUDENT|600||||OFFICE|212-854-7210
275868|HEALTH POLICY AND MANAGEMENT DEPARTMENT   (PUBLIC HEALTH)|600|MC* 5-0296|600 W168St, 6fl||OFFICE|212-305-0296
275869|HEALTH SCIENCES (MEDICAL  CENTER) FOR CONTINUING  EDUCATION IN THE|600|MC* 5-3334|630 W168St, Unit 39  (P&S Box 39)||OFFICE|212-305-3334
275871|HEALTH SCIENCES, GRADUATE AFFAIRS OFFICE|600||701 W168St (HHSC 4-406)||OFFICE|212-305-8058
275873|HEALTH SCIENCES CAMPUS (MEDICAL CENTER) , ASSISTANT VICE PRESIDENT OF PERSONNEL|600|MC* 5-3819|650 W168St||OFFICE|212-305-3819
275874|HEALTH SCIENCES (MEDICAL CENTER ) DEVELOPMENT OFFICE|600|MC* *8-7200|100 HavenAve (29D)||OFFICE|212-304-7200
275876|HEALTH SCIENCES(MEDICAL CENT FACILITIES MANAGEMENT, ASSOCIATE VICE PRESIDENT FOR|600|HS* 5-1347|630 W168St (P&S 2-460)||OFFICE|212-305-1347
275887|HEILBRUNN DEPARTMENT  FOR POPULATION AND FAMILY HEALTH (PUBLIC HEALTH)|600|HS* *8-5200|60 HavenAv, B2||OFFICE|212-304-5200
275888|HELEN HAYES HOSPITAL|600||West Haverstraw, NY 10993||OFFICE|845-947-3000
275889|HELLENIC STUDIES, PROGRAM IN|600|MS* 4-2189|515 Hmltn|2861|OFFICE|212-854-2189
275891|EARTH AND ENVIRONMENTAL ENGINEERING (HENRY KRUMB SCHOOL OF MINES)|600|MS* 4-2905|918 SWMd|4711|OFFICE|212-854-2905
275904|HERBERT IRVING COMPREHENSIVE CANCER CENTER|600|MC* 5-7846|PH 18-200, BOX 67||FAX|212-305-7846
275910|HERMES|600|MS* 4-8567|33 W60ST, 7FL (10023)|9136|OFFICE|212-854-8567
275912|HEYMAN CENTER FOR THE HUMANITIES|600|MS* 4-4270||5730|OFFICE|212-854-4270
275916|HIGHER EDUCATION OPPORTUNITY PROGRAM  (HEOP)|600||103 FRNLD|4747|OFFICE|212-854-3514
275924|HISPANIC INSTITUTE OF COLUMBIA UNIVERSITY|600|||||
275929|HISTORY DEPARTMENT|600||||FAX|212-932-0602
275938|HOLY NAME HOSPITAL|600||718 Teaneck Rd, Teaneck, NJ 07666||OFFICE|201-833-3000
275939|HORACE MANN THEATRE  (SCHOOL OF THE ARTS)|600||120St&Bway||OFFICE|212-678-3490
275940|HORTON MEMORIAL HOSPITAL|600||60 ProspectAv, Middletown, NY 10940||OFFICE|914-343-2424
275941|HOUSING ASSISTANCE PROGRAM, COLUMBIA (CHAP)|600||1901 INTERCHURCH|7705|OFFICE|212-870-3251
275943|HOUSING OFFICE, UNIVERSITY  APARTMENT (OFFICE OF INSTITUTIONAL REAL ESTATE)|600|MS* 4-9300|400 W119St|8801|OFFICE|212-854-9300
275944|HOWARD HUGHES MEDICAL INSTITUTE|600|||||
275948|HUMAN NUTRITION, INSTITUTE OF|600|MC* 5-4808|PH 15 East, Rm 1512, Box 61||OFFICE|212-305-4808
275951|HUMAN RESOURCES,|600||615 W 131ST (STUDEBAKER) 4TH FL NY NY 10027|||
276013|HUMAN RIGHTS, CENTER FOR THE STUDY OF|600|MS* 4-2479|1108 IntAff|3365|OFFICE|212-854-2479
276015|HUMAN RIGHTS INSTITUTE|600|MS* 4-2493|BOX B-28||OFFICE|212-854-2493
276017|HUMAN RIGHTS INTERNSHIP PROGRAM|600|MS* 4- 3247|WCWarren (410 W116St), Mailing: 435 W116St||OFFICE|212-854-3247
276019|HUMAN RIGHTS LAW REVIEW, COLUMBIA|600|MS* 4-1601|424 W116St, Room 106 Mailing: 435 W116St;|4906|OFFICE|212-854-1601
276021|HUMANITARIAN AFFAIRS PROGRAM|600|MS* 4-8825|1133 IntAff|3323|OFFICE|212-854-8825
276023|HUMANITIES, HEYMAN CENTER FOR THE|600|MS* 4-4270|HeymnCtr|5730|OFFICE|212-854-4270
276025|HUMANITIES, SOCIETY OF FELLOWS IN THE|600|MS* 4-4632|HeymnCtr|5700|OFFICE|212-854-4632
276029|HUMANITIES PROGRAM (CC)|600|MS* 4-2451|418 Hmltn|2811|OFFICE|212-854-2451
276030|I.D. OFFICE|600|MS* 4-4400|204 Kent|9209|OFFICE|212-854-4400
276031|IMPACT, COMMUNITY|600|||||
276033|INDUSTRIAL ASSOCIATES PROGRAM|600|MS* 4-8435|350A CHNDL|3173|OFFICE|212-854-8435
276034|INDUSTRIAL ENGINEERING AND OPERATIONS RESEARCH DEPARTMENT|600|MS* 4-2942|313 SWMD|4704|OFFICE|212-854-2942
276045|INDUSTRIAL HYGIENIST|600|MS* 4-8751|350 ENGTER|2215|OFFICE|212-854-8751
276046|INDUSTRY PLAYERS (LAW)|600|MS* 4-2395|W&JWarren|4906|OFFICE|212-854-2395
276048|INFORMATICS, DEPARTMENT OF BIOMEDICAL|600|HS* 5-5780|622 W168St, VC5||OFFICE|212-305-5780
276050|INFORMATION, PRESS|600||||OFFICE|212-854-5573
276052|INFORMATION AND RESOURCES, PROGRAM ON|600|MS* 4-7275|405 LOW|4335|OFFICE|212-854-7275
276056|INFORMATION AND VISITOR SERVICES|600||||OFFICE|212-854-4900
276058|INFORMATION SERVICES, VICE PRESIDENT FOR, AND UNIVERSITY LIBRARIAN|600|MS* 4-2247|517 Btlr|1101|OFFICE|212-854-2247
276062|INFORMATION TECHNOLOGY PLANNING AND STANDARDS|600|||||
276066|INFORMATION TECHNOLOGY, PROGRAMS IN|600||||OFFICE|212-854-9666
276068|INSTITUTE FOR CHILD AND FAMILY POLICY(SSW)|600|MS* 1-2272|1255 AMSTAV, RM 1122|4600|OFFICE|212-851-2272
276071|INSTITUTE FOR MEDIEVAL JAPANESE STUDIES|600|MS* 4-7403|509 Kent|3906|OFFICE|212-854-7403
276073|INSTITUTE FOR RESEARCH IN AFRICAN-AMERICAN STUDIES|600|MS* 4-7080|758 SchrmExt|5512|OFFICE|212-854-7080
276077|INSTITUTE FOR RESEARCH ON WOMEN AND GENDER|600|MS* 4-3277|763 SchrmExt|5508|OFFICE|212-854-3277
276079|INSTITUTE FOR SOCIAL AND ECONOMIC RESEARCH AND POLICY (ISERP)|600|MS* 4-3081|820  INTAFF|3355|OFFICE|212-854-3081
276091|INSTITUTE FOR SOCIAL AND ECONOMIC THEORY AND RESEARCH|600|MS* 4-3081|||OFFICE|212-854-3084
276093|INSTITUTE FOR THE STUDY OF EUROPE|600|MS* 4-4618|1227 IntAff|3337|OFFICE|212-854-4618
